Date,Site,Lake,Fish I.D.,Species,Total length (mm),FL (mm),SL (mm),Mass (g),Sampling,Otos,Stomach,Sex,Mature,Gonads,P1,Age,Total otolith radius,DO1..DO52,Fin clip,Locality,Scales,Comments
22-Jun-1991,145,E 05,9,Char,345,323,.,280,24 hr gillnet,.,.,Male,immature,.,.,.,.,.,.,.,.,.
22-Jun-1991,145,E 05,10,Char,370,344,.,385,24 hr gillnet,.,.,Female,immature,.,.,.,.,.,.,.,.,.
22-Jun-1991,145,E 05,11,Char,376,350,.,420,24 hr gillnet,.,.,Female,immature,.,.,.,.,.,.,.,.,.
13-Jun-1992,145,E 05,.,Char,275,253,.,135,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,389,365,.,405,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,368,350,.,330,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,418,390,.,460,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,362,337,.,321,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,287,266,.,162,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,299,280,.,180,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,389,366,.,430,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,232,221,.,82,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,265,248,.,129,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,242,226,.,95,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,260,240,.,115,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,275,257,.,120,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,248,233,.,95,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
13-Jun-1992,145,E 05,.,Char,250,232,.,100,Ice fishing,No,No,.,.,.,.,.,.,.,.,.,.,adipose to Parke
16-Jun-1995,145,E 05,.,CHAR,358,333,.,310,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Jun-1995,145,E 05,.,CHAR,250,235,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Jun-1995,145,E 05,.,CHAR,370,346,.,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Jun-1995,145,E 05,.,CHAR,366,343,.,280,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16-Jun-1995,145,E 05,.,CHAR,382,363,.,390,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,288,268,.,155,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,365,343,.,250,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,320,297,.,190,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,266,249,.,135,.,.,.,.,.,.,.,.,.,.,.,.,.,no tag
09-Aug-1995,145,E 05,.,Char,343,320,.,270,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,329,309,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,348,326,.,278,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,330,309,.,235,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,380,354,.,340,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,Char,286,267,.,165,.,.,.,.,.,.,.,.,.,.,.,.,.,no tag
09-Aug-1995,145,E 05,.,CHAR,343,315,.,190,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,CHAR,353,330,.,190,.,.,.,.,.,.,.,.,.,.,.,.,.,.
09-Aug-1995,145,E 05,.,CHAR,341,315,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13-Aug-1995,145,E 05,.,char,260,242,.,120,.,.,.,.,.,.,.,.,.,.,.,.,.,no tag
13-Aug-1995,145,E 05,.,char,278,260,.,140,.,.,.,.,.,.,.,.,.,.,.,.,.,no tag
13-Aug-1995,145,E 05,.,CHAR,346,325,.,220,.,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,150,.,.,19,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,257,.,.,100,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,222,.,.,70,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,205,.,.,55,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,249,.,.,102,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,338,.,.,221,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,293,.,.,150,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,268,.,.,110,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,290,.,.,165,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,340,.,.,280,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,353,.,.,278,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,355,.,.,270,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,350,.,.,27,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,221,.,.,71,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,161,.,.,29,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,272,.,.,130,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,334,.,.,230,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,273,.,.,130,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,238,.,.,90,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,279,.,.,130,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,350,.,.,200,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,329,.,.,215,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,188,.,.,44,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,244,.,.,90,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,296,.,.,170,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1996,145,E 05,.,Char,183,.,.,39,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,272,.,.,132,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,268,.,.,125,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,346,.,.,270,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,230,.,.,46,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,320,.,.,200,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,354,.,.,285,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,245,.,.,95,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,295,.,.,170,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,175,.,.,35,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,182,.,.,40,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,361,.,.,285,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,179,.,.,40,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,.,.,.,.,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,334,.,.,220,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,259,.,.,115,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,239,.,.,90,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,210,.,.,60,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,254,.,.,110,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,217,.,.,70,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,278,.,.,150,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,220,.,.,75,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,219,.,.,70,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,217,.,.,70,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,225,.,.,70,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,271,.,.,140,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,211,.,.,60,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,199,.,.,58,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,332,.,.,230,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,220,.,.,70,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,363,.,.,287,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,348,.,.,250,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,274,.,.,135,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,280,.,.,140,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,275,.,.,130,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,312,.,.,200,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,331,.,.,240,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,296,.,.,169,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,364,.,.,290,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,215,.,.,65,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,164,.,.,28,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,214,.,.,60,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,228,.,.,75,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,271,.,.,130,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,187,.,.,40,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,279,.,.,140,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,258,.,.,115,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,329,.,.,196,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,325,.,.,223,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,208,.,.,55,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,249,.,.,100,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,347,.,.,270,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
26-May-1996,145,E 05,.,Char,257,.,.,105,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
13-May-1997,145,E 05,32,.,288,.,.,190,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1997,145,E 05,.,Char,276,255,,145,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1997,145,E 05,.,Char,360,325,,315,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1997,145,E 05,.,Char,295,277,,175,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Aug-1997,145,E 05,.,Char,257,232,,102,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Aug-1997,145,E 05,.,Char,308,289,,210,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Aug-1997,145,E 05,.,Char,298,280,,182,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Aug-1997,145,E 05,.,Char,413,386,,425,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
13-May-1998,145,E 05,02-1,Char,207,.,.,58,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
13-May-1998,145,E 05,02-2,Char,210,.,.,60,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
13-May-1998,145,E 05,02-3,Char,215,.,.,65,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
13-May-1998,145,E 05,02-4,Char,212,.,.,52,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
13-May-1998,145,E 05,.,Char,224,.,.,87,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
17-May-1998,145,E 05,.,Char,350,.,.,280,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
17-May-1998,145,E 05,.,Char,307,.,.,186,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
18-May-1998,145,E 05,.,Char,315,.,.,185,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
18-May-1998,145,E 05,.,Char,295,.,.,180,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
18-May-1998,145,E 05,.,Char,317,.,.,215,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
18-May-1998,145,E 05,.,Char,277,.,.,145,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,02-102,Char,262,.,.,125,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,335,.,.,237,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,02-103,Char,328,.,.,236,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,300,.,.,173,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,306,.,.,175,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,354,.,.,275,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,02-104,Char,209,.,.,57,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,189,.,.,48,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,02-105,Char,297,.,.,162,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,292,.,.,160,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,02-106,Char,345,.,.,257,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,02-107,Char,320,.,.,220,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,02-108,Char,337,.,.,275,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,349,.,.,268,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,320,.,.,198,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,205,.,.,57,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,366,.,.,309,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
22-May-1998,145,E 05,.,Char,334,.,.,242,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-146,Char,309,.,.,198,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-147,Char,233,.,.,89,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,.,Char,334,.,.,238,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,.,Char,328,.,.,228,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-148,Char,299,.,.,164,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-149,Char,374,.,.,434,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,.,Char,355,.,.,268,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-150,Char,356,.,.,280,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-151,Char,221,.,.,70,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-152,Char,272,.,.,138,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-15.-3,Char,279,.,.,138,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-154,Char,248,.,.,109,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-155,Char,269,.,.,116,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
25-May-1998,145,E 05,02-156,Char,323,.,.,216,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
04-Aug-1998,145,E 05,.,Char,375,.,.,423,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
04-Aug-1998,145,E 05,.,Char,275,.,.,166,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
04-Aug-1998,145,E 05,.,Char,305,.,.,242,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
04-Aug-1998,145,E 05,.,Char,266,.,.,139,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
04-Aug-1998,145,E 05,.,Char,315,.,.,248,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
13-May-1999,145,E 05,99-6,Char,284,264,,149,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1, northern tip of lake"
13-May-1999,145,E 05,99-7,Char,220,208,,82,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-8,Char,218,206,,77,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-9,Char,330,312,,213,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1, white abdomen, gut hooked"
13-May-1999,145,E 05,99-10,Char,340,316,,259,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-11,Char,232,216,,90,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-12,Char,227,216,,90,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-13,Char,238,222,,94,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-14,Char,166,153,,27,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-15,Char,210,189,,60,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-16,Char,231,214,,85,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,.,Char,.,.,,.,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-17,Char,315,294,,199,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-18,Char,297,277,,178,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-19,Char,289,270,,165,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-20,Char,178,168,,43,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-21,Char,246,231,,103,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-22,Char,356,336,,293,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-23,Char,301,278,,188,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
13-May-1999,145,E 05,99-24,Char,292,272,,173,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1,white abdomen"
13-May-1999,145,E 05,99-25,Char,331,309,,243,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1,red abdomen"
13-May-1999,145,E 05,99-26,Char,200,186,,53,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1, white abdomen"
13-May-1999,145,E 05,99-27,Char,322,302,,216,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1,red abdomen"
13-May-1999,145,E 05,99-28,Char,309,283,,200,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
14-May-1999,145,E 05,99-53,Char,343,321,,255,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
14-May-1999,145,E 05,99-55,Char,319,299,,210,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
14-May-1999,145,E 05,99-51,Char,261,244,,120,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
14-May-1999,145,E 05,99-57,Char,196,183,,55,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
14-May-1999,145,E 05,99-59,Char,248,228,,100,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 2, sites numbered sequentially along western shore"
14-May-1999,145,E 05,99-46,Char,152,145,,20,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
14-May-1999,145,E 05,99-48,Char,276,257,,131,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
14-May-1999,145,E 05,99-50,Char,216,205,,81,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
14-May-1999,145,E 05,99-54,Char,248,234,,96,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
14-May-1999,145,E 05,99-58,Char,479,454,,736,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
14-May-1999,145,E 05,99-52,Char,249,232,,110,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
14-May-1999,145,E 05,99-47,Char,209,196,,65,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
14-May-1999,145,E 05,.,Char,156,146,,27,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 3
14-May-1999,145,E 05,99-56,Char,160,150,,26,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 3
14-May-1999,145,E 05,99-44,Char,322,301,,208,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 3
14-May-1999,145,E 05,99-60,Char,299,278,,175,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 5
14-May-1999,145,E 05,99-41,Char,323,303,,210,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 5
14-May-1999,145,E 05,99-34,Char,213,200,,70,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 5
14-May-1999,145,E 05,99-36,Char,355,331,,250,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 6, southern tip of lake"
14-May-1999,145,E 05,99-39,Char,380,355,,355,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 6
14-May-1999,145,E 05,99-42,Char,311,288,,195,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 6
18-May-1999,145,E 05,99-66,Char,326,302,,235,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
18-May-1999,145,E 05,99-64,Char,289,270,,157,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
18-May-1999,145,E 05,99-67,Char,242,228,,105,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 1
18-May-1999,145,E 05,99-72,Char,301,281,,178,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1, white abdomen"
18-May-1999,145,E 05,99-71,Char,197,183,,50.5,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1, white abdomen"
18-May-1999,145,E 05,99-73,Char,258,240,,105,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 1, white abdomen"
18-May-1999,145,E 05,99-77,Char,322,300,,212,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 2, white abdomen"
18-May-1999,145,E 05,99-74,Char,203,190,,57,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 2, red abdomen"
18-May-1999,145,E 05,99-69,Char,202,193,,55,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 2, white abdomen"
18-May-1999,145,E 05,99-79,Char,216,204,,71,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 2, red abdomen"
18-May-1999,145,E 05,99-76,Char,215,203,,65,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
18-May-1999,145,E 05,99-80,Char,201,188,,53,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
18-May-1999,145,E 05,.,Char,.,.,,.,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
18-May-1999,145,E 05,.,Char,.,.,,.,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
18-May-1999,145,E 05,99-68,Char,182,169,,40,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
18-May-1999,145,E 05,99-78,Char,280,262,,145,Angling,.,.,.,.,.,.,.,.,.,.,.,.,"site 2, white abdomen"
18-May-1999,145,E 05,99-70,Char,194,182,,48,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
18-May-1999,145,E 05,99-65,Char,315,295,,208,Angling,.,.,.,.,.,.,.,.,.,.,.,.,site 2
