Date,Site,Lake,Fish I.D.,Species,Total length (mm),FL (mm),SL (mm),Mass (g),Sampling,Otos,Stomach,Sex,Mature,Gonads,P1,Age,Total otolith radius,DO1..DO52,Fin clip,Locality,Scales,Comments
15-Jul-1995,160,Campsite Lake,.,CHAR,444,.,.,700,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,CHAR,612,.,.,2150,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,672,.,.,2100,.,.,.,.,.,.,.,.,.,.,.,.,.,NO TAG
15-Jul-1995,160,Campsite Lake,.,L.Trout,549,.,.,1450,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,486,.,.,1500,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,457,.,.,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,457,.,.,900,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,473,.,.,875,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,463,.,.,900,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,465,.,.,950,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,458,.,.,900,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,462,.,.,850,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,480,.,.,1050,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,460,.,.,900,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,.,L.Trout,462,.,.,900,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1995,160,Campsite Lake,LT12,L.Trout,485,.,.,1100,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,13,L.Trout,456,415,.,860,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,14,L.Trout,436,403,.,680,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,15,L.Trout,478,436,.,940,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,16,L.Trout,466,424,.,880,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,17,L.Trout,461,422,.,860,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,18,L.Trout,398,360,.,530,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,19,L.Trout,380,346,.,460,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,20,L.Trout,491,448,.,1050,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,21,L.Trout,460,417,.,850,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18-Jul-1995,160,Campsite Lake,22,L.Trout,460,420,.,890,.,.,.,.,.,.,.,.,.,.,.,.,.,.
06-Aug-1995,160,Campsite Lake,.,L.Trout,475,429,.,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,adipose taken
06-Aug-1995,160,Campsite Lake,.,L.Trout,507,465,.,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,adipose taken
06-Aug-1995,160,Campsite Lake,.,L.Trout,480,443,.,950,.,.,.,.,.,.,.,.,.,.,.,.,.,adipose taken
06-Aug-1995,160,Campsite Lake,.,L.Trout,457,424,.,900,.,.,.,.,.,.,.,.,.,.,.,.,.,adipose taken
06-Aug-1995,160,Campsite Lake,.,L.Trout,504,455,.,1050,.,.,.,.,.,.,.,.,.,.,.,.,.,"adipose taken, no tag"
06-Aug-1995,160,Campsite Lake,.,L.Trout,480,440,.,900,.,.,.,.,.,.,.,.,.,.,.,.,.,adipose taken
06-Aug-1995,160,Campsite Lake,.,L.Trout,495,445,.,1100,.,.,.,.,.,.,.,.,.,.,.,.,.,adipose taken
06-Aug-1995,160,Campsite Lake,.,L.Trout,474,430,.,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,adipose taken
02-Jun-2005,475,Conflict Lakes B4,05-014,Grayling,204,.,.,64,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-015,Grayling,174,.,.,23,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-016,Grayling,194,.,.,41,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-017,Grayling,193,.,.,45,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-018,Grayling,263,.,.,132,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-019,Grayling,260,.,.,124,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-020,Grayling,260,.,.,140,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-021,Grayling,280,.,.,197,Angling,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-022,Grayling,254,.,.,143,Hook and line,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-023,Grayling,261,.,.,158,Hook and line,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-024,Grayling,139,.,.,21,Hook and line,.,.,.,.,.,.,.,.,.,.,.,.,.
02-Jun-2005,475,Conflict Lakes B4,05-025,Grayling,141,.,.,23,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
29-Jun-2005,475,Conflict Lakes B4,05-001,Grayling,272,.,.,211,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
29-Jun-2005,475,Conflict Lakes B4,05-004,Sculpin,.,.,.,.,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
29-Jun-2005,475,Conflict Lakes B4,05-005,Sculpin,.,.,.,.,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
29-Jun-2005,475,Conflict Lakes B4,05-006,Sculpin,.,.,.,.,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-080,Grayling,306,.,.,207,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-081,Sculpin,42,.,.,0.71,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-082,Sculpin,46,.,.,0.81,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-083,Sculpin,50,.,.,1.24,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-084,Sculpin,57,.,.,2.04,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-085,Sculpin,74,.,.,3.04,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-086,Sculpin,54,.,.,1.17,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
15-Jul-2005,475,Conflict Lakes B4,05-087,Sculpin,46,.,.,0.81,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-199,Grayling,288,.,.,227,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-200,Grayling,290,.,.,265,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-201,Grayling,390,.,.,531,Hook and line,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-202,Grayling,287,.,.,241,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-203,Grayling,284,.,.,225,Hook and line,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-204,Grayling,282,.,.,225,Hook and line,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-205,Grayling,265,.,.,183,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-206,Grayling,282,.,.,225,Hook and line,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-207,Grayling,283,.,.,235,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-208,Sculpin,15,.,.,0.036,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-209,Sculpin,21,.,.,0.0686,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-210,Sculpin,49,.,.,1.233,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-211,Sculpin,64,.,.,2.304,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-212,Sculpin,56,.,.,1.315,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
05-Aug-2005,475,Conflict Lakes B4,05-213,Sculpin,46,.,.,0.656,Gill net,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-2007,475,Conflict Lakes B4,07-343,Burbot,60,.,.,1.45,sediment trap,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,310,281,.,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,264,240,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,225,207,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,267,245,.,160,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,322,291,.,255,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,259,236,.,140,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,265,243,.,145,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,260,241,.,145,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,272,247,.,165,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,310,282,.,270,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,280,255,.,180,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,238,218,.,130,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,272,249,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,275,247,.,180,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14-Jun-1991,146,E 01,.,Grayling,302,273,.,225,.,.,.,.,.,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,13,Grayling,239,225,.,238,48 hr net,.,.,Female,.,.,.,.,.,.,.,.,.,Tag #762
21-Jun-1991,146,E 01,14,Grayling,316,291,.,282,48 hr net,.,.,Female,ripe,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,11,Grayling,360,330,.,372,48 hr net,.,.,Male,"mature, not ripe",.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,12,Grayling,296,270,.,235,48 hr net,.,.,Female,"mature, not ripe",.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,17,Grayling,200,186,.,64,48 hr net,.,.,Male,immature,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,18,Grayling,230,210,.,115,48 hr net,.,.,Male,immature,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,15,Grayling,220,200,.,80,48 hr net,.,.,Female,immature,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,16,Grayling,313,287,.,255,48 hr net,.,.,Female,"mature, not ripe",.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,4,Grayling,276,252,.,195,48 hr net,.,.,Male,.,.,.,.,.,.,.,.,.,Tag #763
21-Jun-1991,146,E 01,5,Grayling,359,331,.,385,48 hr net,.,.,Male,"mature, not ripe",.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,3,Grayling,280,258,.,193,48 hr net,.,.,Male,.,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,2,Grayling,246,223,.,125,48 hr net,.,.,Female,.,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,1,Grayling,181,164,.,50,48 hr net,.,.,Male,.,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,10,Grayling,259,235,.,141,48 hr net,.,.,Female,immature,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,9,Grayling,276,253,.,178,48 hr net,.,.,Male,immature,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,8,Grayling,304,280,.,230,48 hr net,.,.,Female,.,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,6,Grayling,222,210,.,98,48 hr net,.,.,Female,.,.,.,.,.,.,.,.,.,.
21-Jun-1991,146,E 01,7,Grayling,299,274,.,255,48 hr net,.,.,Male,"mature, not ripe",.,.,.,.,.,.,.,.,.
11-Jul-1991,146,E 01,.,Grayling,405,375,.,550,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,170,160,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,120,115,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,130,120,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,180,170,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,120,113,.,13.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,185,170,.,52.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,185,170,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,130,120,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,175,160,.,44.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,315,290,.,285,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,230,210,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,245,230,.,120,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,190,180,.,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,320,290,.,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,190,175,.,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17-Jul-1991,146,E 01,.,Grayling,225,210,.,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,285,260,.,187,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,280,260,.,170,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,150,140,.,27.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,182,170,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,170,160,.,41.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,187,177,.,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,192,180,.,57.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,170,155,.,37.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,177,165,.,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,132,125,.,18.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,270,250,.,180,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,305,280,.,245,.,.,.,.,.,.,.,.,.,.,.,.,.,.
23-Jul-1991,146,E 01,.,Grayling,272,255,.,190,.,.,.,.,.,.,.,.,.,.,.,.,.,died
23-Jul-1991,146,E 01,.,Grayling,275,255,.,187,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,280,260,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,290,270,.,225,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,310,285,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,347,322,.,348,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,317,288,.,210,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,293,273,.,200,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,290,270,.,215,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,292,270,.,218,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,248,230,.,132,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,301,276,.,230,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,245,228,.,125,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30-Jul-1991,146,E 01,.,Grayling,286,264,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,half fin
01-Aug-1991,146,E 01,.,Grayling,288,266,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,Is FL correct?
01-Aug-1991,146,E 01,.,Grayling,320,292,.,290,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,328,305,.,298,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,318,291,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,330,305,.,290,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,316,291,.,278,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,303,280,.,228,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,360,327,.,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,298,275,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,367,342,.,425,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,313,289,.,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,298,278,.,215,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,311,287,.,245,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,305,284,.,235,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,267,240,.,155,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,306,285,.,255,.,.,.,.,.,.,.,.,.,.,.,.,.,.
01-Aug-1991,146,E 01,.,Grayling,275,256,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1992,146,E 01,.,Grayling,379,350,.,430,.,No,No,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1992,146,E 01,.,Grayling,376,342,.,415,.,No,No,.,.,.,.,.,.,.,.,.,.,"tag 241 NFG, dead by angler July 92"
27-Jun-1992,146,E 01,.,Grayling,280,261,.,210,.,No,No,.,.,.,.,.,.,.,.,.,.,.
28-Jun-1992,146,E 01,.,Grayling,320,300,.,260,.,No,No,.,.,.,.,.,.,.,.,.,.,#14 Adams
28-Jun-1992,146,E 01,.,Grayling,321,300,.,285,.,No,No,.,.,.,.,.,.,.,.,.,.,#14 Adams
28-Jun-1992,146,E 01,.,Grayling,245,229,.,130,.,No,No,.,.,.,.,.,.,.,.,.,.,#14 Adams
28-Jun-1992,146,E 01,.,Grayling,312,287,.,275,.,No,No,.,.,.,.,.,.,.,.,.,.,#14 Adams
28-Jun-1992,146,E 01,.,Grayling,210,198,.,80,.,No,No,.,.,.,.,.,.,.,.,.,.,#14 Adams
28-Jun-1992,146,E 01,.,Grayling,310,291,.,260,.,No,No,.,.,.,.,.,.,.,.,.,.,#14 Adams
03-Jul-1992,146,E 01,.,Grayling,365,335,.,435,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,280,265,.,200,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,342,318,.,350,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,260,241,.,150,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,283,259,.,175,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,237,223,.,115,.,Yes,Yes,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,222,207,.,95,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,208,224,.,100,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,251,237,.,135,.,No,No,.,.,.,.,.,.,.,.,.,.,.
08-Jul-1992,146,E 01,.,Grayling,331,309,.,305,.,No,No,.,.,.,.,.,.,.,.,.,.,.
11-Jul-1992,146,E 01,.,Grayling,248,229,.,120,.,No,No,.,.,.,.,.,.,.,.,.,.,.
11-Jul-1992,146,E 01,.,Grayling,245,228,.,120,.,No,No,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1992,146,E 01,.,Grayling,235,216,.,110,.,No,No,.,.,.,.,.,.,.,.,.,.,.
15-Jul-1992,146,E 01,.,Grayling,321,298,.,285,.,No,No,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,220,230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,released
11-Jun-1993,146,E 01,.,Grayling,246,260,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,247,227,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,incorrectly says N1 in data books
11-Jun-1993,146,E 01,.,Grayling,251,229,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,incorrectly says N1 in data books
11-Jun-1993,146,E 01,.,Grayling,256,250,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,256,234,.,130,.,.,.,.,.,.,.,.,.,.,.,.,.,incorrectly says N1 in data books
11-Jun-1993,146,E 01,.,Grayling,257,235,.,135,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,264,238,.,135,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,265,241,.,140,.,.,.,.,.,.,.,.,.,.,.,.,.,incorrectly says N1 in data books
11-Jun-1993,146,E 01,.,Grayling,270,250,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,270,260,.,160,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,276,251,.,160,.,.,.,.,.,.,.,.,.,.,.,.,.,incorrectly says N1 in data books
11-Jun-1993,146,E 01,.,Grayling,282,255,.,165,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,291,264,.,200,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,300,275,.,215,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,304,278,.,200,.,.,.,.,.,.,.,.,.,.,.,.,.,incorrectly says N1 in data books
11-Jun-1993,146,E 01,.,Grayling,310,285,.,230,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,325,310,.,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,340,311,.,280,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,340,326,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,released
11-Jun-1993,146,E 01,.,Grayling,347,316,.,290,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11-Jun-1993,146,E 01,.,Grayling,350,310,.,300,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,220,.,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,220,.,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,220,.,.,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,220,.,.,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,230,.,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,dead
12-Jun-1993,146,E 01,.,Grayling,232,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,235,.,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,240,.,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12-Jun-1993,146,E 01,.,Grayling,240,.,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.
